date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:20	1651/1651	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/book@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/book@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:20	300/300	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/search.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/search.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:20	503/503	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/search@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/search@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:21	339/339	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/info.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/info.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:21	532/532	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/info@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/info@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:21	2038/2038	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/nav-circles.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/nav-circles.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:22	3263/3263	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/nav-circles@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/nav-circles@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:22	209/209	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/document-sm.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/document-sm.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:23	498/498	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/document-sm@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/document-sm@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:23	242/242	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/book-sm.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/book-sm.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:23	397/397	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/book-sm@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/book-sm@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:23	249/249	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/film-sm.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/film-sm.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:23	355/355	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/film-sm@2x.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/film-sm@2x.png	(from https://git-scm.com/assets/git-scm-e7baad50e93810401dcff271ffd82512.css)
17:42:24	146695/146695	---MCZ	200	added ('OK')	text/html	etag:W/%2289a6e4e400eb7f3610ffca2fe313c190%22	https://git-scm.com/docs/git/2.14.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.14.html	(from https://git-scm.com/docs/git)
17:42:24	72/72	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/green-dot.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/green-dot.png	(from https://git-scm.com/docs/git)
17:42:24	72/72	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/red-dot.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/red-dot.png	(from https://git-scm.com/docs/git)
17:42:24	73/73	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202017%2020:52:03%20GMT	https://git-scm.com/images/icons/grey-dot.png	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/images/icons/grey-dot.png	(from https://git-scm.com/docs/git)
17:42:25	146633/146633	---MCZ	200	added ('OK')	text/html	etag:W/%2247e91a25834f7446f67d77cda99f4def%22	https://git-scm.com/docs/git/2.13.1	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.13.html	(from https://git-scm.com/docs/git)
17:42:25	146633/146633	---MCZ	200	added ('OK')	text/html	etag:W/%22d8120e2d53642fe2a7663daeafaebbc2%22	https://git-scm.com/docs/git/2.13.0	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.13-2.html	(from https://git-scm.com/docs/git)
17:42:25	146169/146169	---MCZ	200	added ('OK')	text/html	etag:W/%227776e3e43468bf48bd2339b8d173b42f%22	https://git-scm.com/docs/git/2.12.3	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.12.html	(from https://git-scm.com/docs/git)
17:42:26	146169/146169	---MCZ	200	added ('OK')	text/html	etag:W/%22bab83f7d4665e264e4166f056acccf76%22	https://git-scm.com/docs/git/2.12.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.12-2.html	(from https://git-scm.com/docs/git)
17:42:26	146169/146169	---MCZ	200	added ('OK')	text/html	etag:W/%22db1c26c619c7101e67cf6372b574573f%22	https://git-scm.com/docs/git/2.12.1	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.12-3.html	(from https://git-scm.com/docs/git)
17:42:26	146169/146169	---MCZ	200	added ('OK')	text/html	etag:W/%22a19b282f6eda36dec6725ae20a457260%22	https://git-scm.com/docs/git/2.12.0	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.12-4.html	(from https://git-scm.com/docs/git)
17:42:26	146552/146552	---MCZ	200	added ('OK')	text/html	etag:W/%226d261104b16f386b3e443660fb4c3d42%22	https://git-scm.com/docs/git/2.11.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.11.html	(from https://git-scm.com/docs/git)
17:42:26	146552/146552	---MCZ	200	added ('OK')	text/html	etag:W/%22dc8ce4356e7a34902f440b30ef6e2afa%22	https://git-scm.com/docs/git/2.11.1	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.11-2.html	(from https://git-scm.com/docs/git)
17:42:27	146193/146193	---MCZ	200	added ('OK')	text/html	etag:W/%22ee0b8df2451c913ce250243f60a1f80d%22	https://git-scm.com/docs/git/2.11.0	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.11-3.html	(from https://git-scm.com/docs/git)
17:42:27	145810/145810	---MCZ	200	added ('OK')	text/html	etag:W/%22cd40d806407e466206d87e86e39c4d98%22	https://git-scm.com/docs/git/2.10.3	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.10.html	(from https://git-scm.com/docs/git)
17:42:28	145810/145810	---MCZ	200	added ('OK')	text/html	etag:W/%22e058984f67e9486a355af37c370dbf66%22	https://git-scm.com/docs/git/2.10.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.10-2.html	(from https://git-scm.com/docs/git)
17:42:29	145810/145810	---MCZ	200	added ('OK')	text/html	etag:W/%224238049227dfb17ab86e9a665b249e71%22	https://git-scm.com/docs/git/2.10.1	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.10-3.html	(from https://git-scm.com/docs/git)
17:42:29	145810/145810	---MCZ	200	added ('OK')	text/html	etag:W/%22ed5587a6e06188ccea969d5f4afbe6be%22	https://git-scm.com/docs/git/2.10.0	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.10-4.html	(from https://git-scm.com/docs/git)
17:42:29	145292/145292	---MCZ	200	added ('OK')	text/html	etag:W/%22e54535182c76a21d8302a2e0b11aca44%22	https://git-scm.com/docs/git/2.9.4	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.9.html	(from https://git-scm.com/docs/git)
17:42:29	145292/145292	---MCZ	200	added ('OK')	text/html	etag:W/%2259184693635f62150e232443128a0dd9%22	https://git-scm.com/docs/git/2.9.3	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.9-2.html	(from https://git-scm.com/docs/git)
17:42:31	145268/145268	---MCZ	200	added ('OK')	text/html	etag:W/%22afe601a6e218961de4bfe482e994af58%22	https://git-scm.com/docs/git/2.9.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.9-3.html	(from https://git-scm.com/docs/git)
17:42:32	145268/145268	---MCZ	200	added ('OK')	text/html	etag:W/%22785cd014011b506a66cfa7c67b5b7057%22	https://git-scm.com/docs/git/2.9.1	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.9-4.html	(from https://git-scm.com/docs/git)
17:42:32	144679/144679	---MCZ	200	added ('OK')	text/html	etag:W/%220576a66048c170ff2dc70278b87a5b16%22	https://git-scm.com/docs/git/2.9.0	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.9-5.html	(from https://git-scm.com/docs/git)
17:42:33	144679/144679	---MCZ	200	added ('OK')	text/html	etag:W/%22973b30168dee857581a7b722a10fba92%22	https://git-scm.com/docs/git/2.8.5	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.8.html	(from https://git-scm.com/docs/git)
17:42:33	144679/144679	---MCZ	200	added ('OK')	text/html	etag:W/%2258291c2fdb04b0f8a06402591ec99c02%22	https://git-scm.com/docs/git/2.8.4	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.8-2.html	(from https://git-scm.com/docs/git)
17:42:35	144679/144679	---MCZ	200	added ('OK')	text/html	etag:W/%223f0af76a9a7b3b2927892692e3dcd57c%22	https://git-scm.com/docs/git/2.8.3	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.8-3.html	(from https://git-scm.com/docs/git)
17:42:35	144679/144679	---MCZ	200	added ('OK')	text/html	etag:W/%227e8ad6ca06d3cefd5d88b742923c9708%22	https://git-scm.com/docs/git/2.8.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git/2.8-4.html	(from https://git-scm.com/docs/git)
